state,action,reward,next_state,done,game_name
"Dropped.

You're bitten by chiggers.",DROP BLADDER,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Dropped.,light lamp with bladder,0,"(first taking the empty wine bladder)
Flameless lamp now on.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
Boy that really hit the spot!,take into tree,0,"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Lakeside
You're on the shore of a lake.

Obvious exits: North, South, West, Down.

You can also see: water - *GOLDEN FISH* - sign reads- NO SWIMMING ALLOWED",put rug down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,put bottle down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Lakeside

You can see a sign reads- NO SWIMMING ALLOWED here.",north,0,"
Forest
You're in a forest.

Obvious exits: North, South, East, West, Up.

You can also see: trees",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: empty wine bladder - flint and steel - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",put net down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",put all down,21,"*GOLDEN FISH*: Safely deposited.
evil smelling mud: Dropped.
*GOLDEN NET*: Safely deposited.
*THICK PERSIAN RUG*: Safely deposited.
bottle of water: Dropped.
old fashioned lamp: Dropped.

[Your score has just gone up by twenty-one points.]",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by seven points.]",north,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: empty wine bladder - flint and steel - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by seven points.]",U,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: empty wine bladder - flint and steel - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: empty wine bladder - flint and steel - rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",GET FLINT,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,GET BLADDER,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
The bladder distends with swamp gas.,turn lamp on,0,Flameless lamp now on.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",DROP MUD,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Dropped.,put bottle down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",put all down,0,"distended gas bladder: Dropped.
flint and steel: Dropped.
*THICK PERSIAN RUG*: Dropped.
bottle of water: Dropped.
old fashioned lamp: Dropped.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",D,0,"
Darkness",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Darkness",put flint and steel down,0,flint and steel: Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Flameless lamp now on.

Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",S,0,"
Anteroom
You're in a royal anteroom.

Obvious exits: North, Up.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Anteroom
You're in a royal anteroom.

Obvious exits: North, Up.",U,0,"
Royal Chamber
You're in the Royal Chamber.

Obvious exits: Down.

You can also see: bricked-up window",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Royal Chamber
You're in the Royal Chamber.

Obvious exits: Down.

You can also see: bricked-up window",DROP BLADDER,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Dropped.,drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Gas bladder blew up!
The bricked window has been blown to bits!",put steel down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Ledge
You're on a narrow ledge by a chasm. Across the chasm is a throne room.

Obvious exits: West.",JUMP,0,"You leap across the chasm...

Ledge
You're on a narrow ledge by the throne room-across chasm-ledge.

Obvious exits: East.

You can also see: *MAGIC MIRROR* - thin black bear",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"You leap across the chasm...

Ledge
You're on a narrow ledge by the throne room-across chasm-ledge.

Obvious exits: East.

You can also see: *MAGIC MIRROR* - thin black bear",say boo,0,"(to the thin black bear)
The bear got startled and fell off the ledge!",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"(to the thin black bear)
The bear got startled and fell off the ledge!",put lamp down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,E,0,"
Throne Room
You're in a throne room.

Obvious exits: West.

You can also see: *GOLD CROWN*",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Throne Room
You're in a throne room.

Obvious exits: West.

You can also see: *GOLD CROWN*",GET CROWN,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,put gold down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Ledge
You're on a narrow ledge by the throne room-across chasm-ledge.

Obvious exits: East.",east,0,"
Throne Room
You're in a throne room.

Obvious exits: West.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"You leap across the chasm...

Ledge
You're on a narrow ledge by a chasm. Across the chasm is a throne room.

Obvious exits: West.",W,0,"
Royal Chamber
You're in the Royal Chamber.

Obvious exits: East, Down.

You can also see: loose fire bricks - bricked up window with a hole in it - beyond is a ledge",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Royal Chamber
You're in the Royal Chamber.

Obvious exits: East, Down.

You can also see: loose fire bricks - bricked up window with a hole in it - beyond is a ledge",put all down,0,"*GOLD CROWN*: Dropped.
*MAGIC MIRROR*: The mirror hits the floor and shatters into a million pieces!
flint and steel: Dropped.
*THICK PERSIAN RUG*: Dropped.
bottle of water: Dropped.
old fashioned lamp: Dropped.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Anteroom
You're in a royal anteroom.

Obvious exits: North, Up.",put steel down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",down,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",put lamp down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",drink water,0,"Boy, that really hit the spot.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",take into the,0,"(the dark hole)

Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Inside Stump
You're in a large hollow damp stump in the swamp.

Obvious exits: North, South, East, West, Up, Down.

You can also see: evil smelling mud - *GOLDEN NET* - *GOLDEN FISH* - *POT OF RUBIES* - *SMALL STATUE OF A BLUE OX* - *JEWELLED FRUIT* - sign reads- LEAVE TREASURE HERE - (say 'SCORE')",north,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Safely deposited.

[Your score has just gone up by seven points.]",D,0,"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Root Chamber
You're in a root chamber under the stump.

Obvious exits: Up, Down.

You can also see: dark hole",D,0,"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hole
You're in a semi-dark hole by the root chamber.

Obvious exits: Up, Down.

You can also see: ring of skeleton keys - open door with a hallway beyond",turn lamp off,0,You switch the old fashioned lamp off.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",put lamp down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",up,0,"
Hall
You're in a long down-sloping hall.

Obvious exits: Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Anteroom
You're in a royal anteroom.

Obvious exits: North, Up.",up,0,"
Royal Chamber
You're in the Royal Chamber.

Obvious exits: East, Down.

You can also see: loose fire bricks - bricked up window with a hole in it - beyond is a ledge",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Royal Chamber
You're in the Royal Chamber.

Obvious exits: East, Down.

You can also see: loose fire bricks - bricked up window with a hole in it - beyond is a ledge",GET BRICKS,0,Taken. (Heavy!),False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken. (Heavy!),east,0,"
Ledge
You're on a narrow ledge by a chasm. Across the chasm is a throne room.

Obvious exits: West.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Anteroom
You're in a royal anteroom.

Obvious exits: North, Up.",N,0,"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Cavern
You're in a large cavern.

Obvious exits: North, South, West, Up, Down.",D,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, Down.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, Down.",D,0,"
Maze
You're in a maze of pits.

Obvious exits: West, Up.",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: West, Up.",put bottle down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: strange scratchings on rock reveals- ALADDIN WAS HERE",N,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",put steel down,0,Dropped.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Chasm
You're in a bottom of a chasm. Above 2 ledges. One has a bricked up window.

Obvious exits: Up.

You can also see: dead bear - sign reads- MAGIC WORD IS AWAY. X LA -(rest of sign is missing) - stream of lava",up,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"The bricks dam the lava, revealing a *FIRESTONE*!",GET FIRESTONE,0,Taken.,False,train/training_data_adventureland.z5_p_rand_0.5.csv
Taken.,U,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: arrow pointing down",U,0,"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: strange scratchings on rock reveals- ALADDIN WAS HERE",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"
Maze
You're in a maze of pits.

Obvious exits: North, South, East, West, Up, Down.

You can also see: strange scratchings on rock reveals- ALADDIN WAS HERE",AWAY,0,"Something you're holding vibrates, and...

Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",False,train/training_data_adventureland.z5_p_rand_0.5.csv
"Something you're holding vibrates, and...

Meadow
You're in a sunny meadow.

Obvious exits: North, South, East, West.

You can also see: sleeping Dragon - sign reads- IN SOME CASES MUD IS GOOD, IN OTHERS...",south,0,"
Dismal Swamp
You're in a dismal swamp.

Obvious exits: North, South, East, West.

You can also see: rusty axe (magic word- BUNYON -on it) - hollow stump and remains of a felled tree - swamp gas - floating patch of oily slime - chiggers",False,train/training_data_adventureland.z5_p_rand_0.5.csv
